in,Zipcode,date,close
596,60610,2009-09-30 00:00:00,548060.5
597,60610,2009-10-31 00:00:00,538386.8
598,60610,2009-11-30 00:00:00,549950.75
599,60610,2009-12-31 00:00:00,538277.75
600,60610,2010-01-31 00:00:00,540322.0
601,60610,2010-02-28 00:00:00,541340.0
602,60610,2010-03-31 00:00:00,543565.75
603,60610,2010-04-30 00:00:00,550400.0
604,60610,2010-05-31 00:00:00,540491.4
605,60610,2010-06-30 00:00:00,530438.75
606,60610,2010-07-31 00:00:00,537673.8
607,60610,2010-08-31 00:00:00,551380.5
608,60610,2010-09-30 00:00:00,548259.0
609,60610,2010-10-31 00:00:00,528044.4
610,60610,2010-11-30 00:00:00,518322.5
611,60610,2010-12-31 00:00:00,519024.5
612,60610,2011-01-31 00:00:00,521725.0
613,60610,2011-02-28 00:00:00,533151.75
614,60610,2011-03-31 00:00:00,513399.5
615,60610,2011-04-30 00:00:00,509233.2
616,60610,2011-05-31 00:00:00,502635.0
617,60610,2011-06-30 00:00:00,494248.25
618,60610,2011-07-31 00:00:00,500113.6
619,60610,2011-08-31 00:00:00,512483.75
620,60610,2011-09-30 00:00:00,514484.0
621,60610,2011-10-31 00:00:00,547357.6
622,60610,2011-11-30 00:00:00,558715.5
623,60610,2011-12-31 00:00:00,545738.8
624,60610,2012-01-31 00:00:00,531312.5
625,60610,2012-02-29 00:00:00,508037.75
626,60610,2012-03-31 00:00:00,525727.0
627,60610,2012-04-30 00:00:00,529772.5
628,60610,2012-05-31 00:00:00,558156.75
629,60610,2012-06-30 00:00:00,561113.8
630,60610,2012-07-31 00:00:00,584708.0
631,60610,2012-08-31 00:00:00,596798.0
632,60610,2012-09-30 00:00:00,626496.4
633,60610,2012-10-31 00:00:00,634564.25
634,60610,2012-11-30 00:00:00,638972.0
635,60610,2012-12-31 00:00:00,677676.0
636,60610,2013-01-31 00:00:00,627661.5
637,60610,2013-02-28 00:00:00,605477.0
638,60610,2013-03-31 00:00:00,589164.8
639,60610,2013-04-30 00:00:00,576333.0
640,60610,2013-05-31 00:00:00,567901.0
641,60610,2013-06-30 00:00:00,558530.6
642,60610,2013-07-31 00:00:00,593934.25
643,60610,2013-08-31 00:00:00,662408.6
644,60610,2013-09-30 00:00:00,637252.75
645,60610,2013-10-31 00:00:00,613149.5
646,60610,2013-11-30 00:00:00,546959.4
647,60610,2013-12-31 00:00:00,527932.75
648,60610,2014-01-31 00:00:00,564836.75
649,60610,2014-02-28 00:00:00,544463.5
650,60610,2014-03-31 00:00:00,549143.0
651,60610,2014-04-30 00:00:00,561406.25
652,60610,2014-05-31 00:00:00,514748.4
653,60610,2014-06-30 00:00:00,527426.25
654,60610,2014-07-31 00:00:00,540315.75
655,60610,2014-08-31 00:00:00,517002.2
656,60610,2014-09-30 00:00:00,506245.5
657,60610,2014-10-31 00:00:00,512932.25
658,60610,2014-11-30 00:00:00,521695.4
659,60610,2014-12-31 00:00:00,543598.25
660,60611,2009-07-31 00:00:00,914416.0
661,60611,2009-08-31 00:00:00,941565.6
662,60611,2009-09-30 00:00:00,954342.0
663,60611,2009-10-31 00:00:00,924079.0
664,60611,2009-11-30 00:00:00,871462.5
665,60611,2009-12-31 00:00:00,872554.75
666,60611,2010-01-31 00:00:00,859671.6
667,60611,2010-02-28 00:00:00,821883.0
668,60611,2010-03-31 00:00:00,811906.75
669,60611,2010-04-30 00:00:00,818519.0
670,60611,2010-05-31 00:00:00,811950.4
671,60611,2010-06-30 00:00:00,828129.75
672,60611,2010-07-31 00:00:00,829709.6
673,60611,2010-08-31 00:00:00,815713.5
674,60611,2010-09-30 00:00:00,814010.0
675,60611,2010-10-31 00:00:00,768098.6
676,60611,2010-11-30 00:00:00,750073.75
677,60611,2010-12-31 00:00:00,758774.0
678,60611,2011-01-31 00:00:00,765944.6
679,60611,2011-02-28 00:00:00,784432.0
680,60611,2011-03-31 00:00:00,784675.75
681,60611,2011-04-30 00:00:00,809733.2
682,60611,2011-05-31 00:00:00,819388.0
683,60611,2011-06-30 00:00:00,799558.75
684,60611,2011-07-31 00:00:00,786766.4
685,60611,2011-08-31 00:00:00,799886.5
686,60611,2011-09-30 00:00:00,792299.0
687,60611,2011-10-31 00:00:00,808647.6
688,60611,2011-11-30 00:00:00,850688.5
689,60611,2011-12-31 00:00:00,866174.8
690,60611,2012-01-31 00:00:00,920345.0
691,60611,2012-02-29 00:00:00,915557.0
692,60611,2012-03-31 00:00:00,875221.4
693,60611,2012-04-30 00:00:00,867601.5
694,60611,2012-05-31 00:00:00,861370.5
695,60611,2012-06-30 00:00:00,876036.6
696,60611,2012-07-31 00:00:00,898353.5
697,60611,2012-08-31 00:00:00,916599.75
698,60611,2012-09-30 00:00:00,934643.8
699,60611,2012-10-31 00:00:00,935551.75
700,60611,2012-11-30 00:00:00,978398.25
701,60611,2012-12-31 00:00:00,1027680.6
702,60611,2013-01-31 00:00:00,1018945.0
703,60611,2013-02-28 00:00:00,963568.0
704,60611,2013-03-31 00:00:00,971900.4
705,60611,2013-04-30 00:00:00,981238.25
706,60611,2013-05-31 00:00:00,974852.75
707,60611,2013-06-30 00:00:00,921342.6
708,60611,2013-07-31 00:00:00,920313.0
709,60611,2013-08-31 00:00:00,997793.4
710,60611,2013-09-30 00:00:00,952843.0
711,60611,2013-10-31 00:00:00,963041.25
712,60611,2013-11-30 00:00:00,936732.6
713,60611,2013-12-31 00:00:00,899210.5
714,60611,2014-01-31 00:00:00,909450.75
715,60611,2014-02-28 00:00:00,861921.5
716,60611,2014-03-31 00:00:00,873247.8
717,60611,2014-04-30 00:00:00,840672.0
718,60611,2014-05-31 00:00:00,841899.6
719,60611,2014-06-30 00:00:00,838469.75
720,60611,2014-07-31 00:00:00,843975.75
721,60611,2014-08-31 00:00:00,854541.8
722,60611,2014-09-30 00:00:00,808192.75
723,60611,2014-10-31 00:00:00,841288.25
724,60611,2014-11-30 00:00:00,834846.2
725,60611,2014-12-31 00:00:00,818729.5
726,60612,2009-07-31 00:00:00,258666.25
727,60612,2009-08-31 00:00:00,257412.2
728,60612,2009-09-30 00:00:00,258367.75
729,60612,2009-10-31 00:00:00,251638.4
730,60612,2009-11-30 00:00:00,242345.25
731,60612,2009-12-31 00:00:00,231091.75
732,60612,2010-01-31 00:00:00,232959.2
733,60612,2010-02-28 00:00:00,235333.75
734,60612,2010-03-31 00:00:00,240714.25
735,60612,2010-04-30 00:00:00,241975.0
736,60612,2010-05-31 00:00:00,244742.0
737,60612,2010-06-30 00:00:00,239023.25
738,60612,2010-07-31 00:00:00,239360.6
739,60612,2010-08-31 00:00:00,235306.5
740,60612,2010-09-30 00:00:00,233611.25
741,60612,2010-10-31 00:00:00,218409.4
742,60612,2010-11-30 00:00:00,220728.25
743,60612,2010-12-31 00:00:00,221836.25
744,60612,2011-01-31 00:00:00,216170.4
745,60612,2011-02-28 00:00:00,207807.0
746,60612,2011-03-31 00:00:00,198161.25
747,60612,2011-04-30 00:00:00,199089.2
748,60612,2011-05-31 00:00:00,200680.75
749,60612,2011-06-30 00:00:00,194565.0
750,60612,2011-07-31 00:00:00,181613.4
751,60612,2011-08-31 00:00:00,173171.0
752,60612,2011-09-30 00:00:00,175906.0
753,60612,2011-10-31 00:00:00,162857.6
754,60612,2011-11-30 00:00:00,159812.0
755,60612,2011-12-31 00:00:00,163624.6
756,60612,2012-01-31 00:00:00,156786.25
757,60612,2012-02-29 00:00:00,152977.0
758,60612,2012-03-31 00:00:00,143489.8
759,60612,2012-04-30 00:00:00,153735.5
760,60612,2012-05-31 00:00:00,168277.25
761,60612,2012-06-30 00:00:00,157168.8
762,60612,2012-07-31 00:00:00,155705.25
763,60612,2012-08-31 00:00:00,165222.75
764,60612,2012-09-30 00:00:00,178741.4
765,60612,2012-10-31 00:00:00,187681.25
766,60612,2012-11-30 00:00:00,176895.5
767,60612,2012-12-31 00:00:00,182141.6
768,60612,2013-01-31 00:00:00,189606.25
769,60612,2013-02-28 00:00:00,175883.0
770,60612,2013-03-31 00:00:00,185886.0
771,60612,2013-04-30 00:00:00,202179.25
772,60612,2013-05-31 00:00:00,228624.0
773,60612,2013-06-30 00:00:00,251382.4
774,60612,2013-07-31 00:00:00,233162.75
775,60612,2013-08-31 00:00:00,222575.8
776,60612,2013-09-30 00:00:00,225165.0
777,60612,2013-10-31 00:00:00,218202.0
778,60612,2013-11-30 00:00:00,212599.8
779,60612,2013-12-31 00:00:00,251593.5
780,60612,2014-01-31 00:00:00,261646.5
781,60612,2014-02-28 00:00:00,316562.5
782,60612,2014-03-31 00:00:00,305803.4
783,60612,2014-04-30 00:00:00,280818.0
784,60612,2014-05-31 00:00:00,225297.4
785,60612,2014-06-30 00:00:00,248361.25
786,60612,2014-07-31 00:00:00,223797.75
787,60612,2014-08-31 00:00:00,254817.6
788,60612,2014-09-30 00:00:00,273675.75
789,60612,2014-10-31 00:00:00,234303.25
790,60612,2014-11-30 00:00:00,266393.8
791,60612,2014-12-31 00:00:00,263231.25
792,60613,2009-07-31 00:00:00,337012.25
793,60613,2009-08-31 00:00:00,336602.2
794,60613,2009-09-30 00:00:00,336060.0
795,60613,2009-10-31 00:00:00,331096.6
796,60613,2009-11-30 00:00:00,326231.75
797,60613,2009-12-31 00:00:00,318254.0
798,60613,2010-01-31 00:00:00,316545.4
799,60613,2010-02-28 00:00:00,316589.0
800,60613,2010-03-31 00:00:00,323370.5
801,60613,2010-04-30 00:00:00,321164.25
802,60613,2010-05-31 00:00:00,315806.0
803,60613,2010-06-30 00:00:00,307665.5
804,60613,2010-07-31 00:00:00,301794.2
805,60613,2010-08-31 00:00:00,298062.25
806,60613,2010-09-30 00:00:00,303041.0
807,60613,2010-10-31 00:00:00,299577.4
808,60613,2010-11-30 00:00:00,294709.25
809,60613,2010-12-31 00:00:00,292505.25
810,60613,2011-01-31 00:00:00,292755.6
811,60613,2011-02-28 00:00:00,296989.75
812,60613,2011-03-31 00:00:00,299150.75
813,60613,2011-04-30 00:00:00,293134.4
814,60613,2011-05-31 00:00:00,296171.75
815,60613,2011-06-30 00:00:00,294627.0
816,60613,2011-07-31 00:00:00,296003.4
817,60613,2011-08-31 00:00:00,296677.25
818,60613,2011-09-30 00:00:00,293407.5
819,60613,2011-10-31 00:00:00,291539.2
820,60613,2011-11-30 00:00:00,281657.25
821,60613,2011-12-31 00:00:00,275646.4
822,60613,2012-01-31 00:00:00,278505.0
823,60613,2012-02-29 00:00:00,292428.75
824,60613,2012-03-31 00:00:00,289204.8
825,60613,2012-04-30 00:00:00,286341.0
826,60613,2012-05-31 00:00:00,284915.5
827,60613,2012-06-30 00:00:00,283372.0
828,60613,2012-07-31 00:00:00,282691.5
829,60613,2012-08-31 00:00:00,282814.0
830,60613,2012-09-30 00:00:00,283486.6
831,60613,2012-10-31 00:00:00,277040.0
832,60613,2012-11-30 00:00:00,278855.0
833,60613,2012-12-31 00:00:00,285765.2
834,60613,2013-01-31 00:00:00,288697.25
835,60613,2013-02-28 00:00:00,288188.5
836,60613,2013-03-31 00:00:00,291451.2
837,60613,2013-04-30 00:00:00,290080.75
838,60613,2013-05-31 00:00:00,288505.25
839,60613,2013-06-30 00:00:00,300626.6
840,60613,2013-07-31 00:00:00,297702.5
841,60613,2013-08-31 00:00:00,296919.4
842,60613,2013-09-30 00:00:00,292686.5
843,60613,2013-10-31 00:00:00,287520.75
844,60613,2013-11-30 00:00:00,293257.0
845,60613,2013-12-31 00:00:00,295363.0
846,60613,2014-01-31 00:00:00,296598.25
847,60613,2014-02-28 00:00:00,298188.0
848,60613,2014-03-31 00:00:00,305410.8
849,60613,2014-04-30 00:00:00,300659.0
850,60613,2014-05-31 00:00:00,307246.4
851,60613,2014-06-30 00:00:00,304385.5
852,60613,2014-07-31 00:00:00,303733.75
853,60613,2014-08-31 00:00:00,304901.6
854,60613,2014-09-30 00:00:00,298150.5
855,60613,2014-10-31 00:00:00,294402.0
856,60613,2014-11-30 00:00:00,288981.2
857,60613,2014-12-31 00:00:00,290377.25
858,60614,2009-07-31 00:00:00,445232.25
859,60614,2009-08-31 00:00:00,444079.6
860,60614,2009-09-30 00:00:00,439154.25
861,60614,2009-10-31 00:00:00,434646.4
862,60614,2009-11-30 00:00:00,427650.25
863,60614,2009-12-31 00:00:00,427533.5
864,60614,2010-01-31 00:00:00,423959.0
865,60614,2010-02-28 00:00:00,426794.0
866,60614,2010-03-31 00:00:00,421281.75
867,60614,2010-04-30 00:00:00,422176.25
868,60614,2010-05-31 00:00:00,427125.4
869,60614,2010-06-30 00:00:00,441543.5
870,60614,2010-07-31 00:00:00,447240.0
871,60614,2010-08-31 00:00:00,450206.5
872,60614,2010-09-30 00:00:00,452852.75
873,60614,2010-10-31 00:00:00,422081.6
874,60614,2010-11-30 00:00:00,409071.25
875,60614,2010-12-31 00:00:00,408564.0
876,60614,2011-01-31 00:00:00,408446.0
877,60614,2011-02-28 00:00:00,412009.5
878,60614,2011-03-31 00:00:00,406541.5
879,60614,2011-04-30 00:00:00,401155.6
880,60614,2011-05-31 00:00:00,406175.5
881,60614,2011-06-30 00:00:00,402170.0
882,60614,2011-07-31 00:00:00,400343.4
883,60614,2011-08-31 00:00:00,407186.75
884,60614,2011-09-30 00:00:00,406707.0
885,60614,2011-10-31 00:00:00,401303.8
886,60614,2011-11-30 00:00:00,399562.25
887,60614,2011-12-31 00:00:00,400027.8
888,60614,2012-01-31 00:00:00,401771.5
889,60614,2012-02-29 00:00:00,395663.75
890,60614,2012-03-31 00:00:00,394543.4
891,60614,2012-04-30 00:00:00,394589.25
892,60614,2012-05-31 00:00:00,387226.25
893,60614,2012-06-30 00:00:00,385162.2
894,60614,2012-07-31 00:00:00,393706.25
895,60614,2012-08-31 00:00:00,388118.25
896,60614,2012-09-30 00:00:00,374942.4
897,60614,2012-10-31 00:00:00,369715.75
898,60614,2012-11-30 00:00:00,387140.25
899,60614,2012-12-31 00:00:00,394122.2
900,60614,2013-01-31 00:00:00,399029.75
901,60614,2013-02-28 00:00:00,406614.25
902,60614,2013-03-31 00:00:00,416279.8
903,60614,2013-04-30 00:00:00,419593.75
904,60614,2013-05-31 00:00:00,431999.25
905,60614,2013-06-30 00:00:00,444564.0
906,60614,2013-07-31 00:00:00,419306.0
907,60614,2013-08-31 00:00:00,428338.0
908,60614,2013-09-30 00:00:00,431011.0
909,60614,2013-10-31 00:00:00,439756.75
910,60614,2013-11-30 00:00:00,431217.0
911,60614,2013-12-31 00:00:00,439652.0
912,60614,2014-01-31 00:00:00,447611.75
913,60614,2014-02-28 00:00:00,454309.5
914,60614,2014-03-31 00:00:00,438657.0
915,60614,2014-04-30 00:00:00,426600.0
916,60614,2014-05-31 00:00:00,421991.8
917,60614,2014-06-30 00:00:00,424748.0
918,60614,2014-07-31 00:00:00,419658.0
919,60614,2014-08-31 00:00:00,433696.0
920,60614,2014-09-30 00:00:00,425123.0
921,60614,2014-10-31 00:00:00,462608.75
922,60614,2014-11-30 00:00:00,451856.6
923,60614,2014-12-31 00:00:00,450753.0
924,60615,2009-07-31 00:00:00,191798.0
925,60615,2009-08-31 00:00:00,192014.6
926,60615,2009-09-30 00:00:00,198602.25
927,60615,2009-10-31 00:00:00,195567.2
928,60615,2009-11-30 00:00:00,191879.75
929,60615,2009-12-31 00:00:00,185976.25
930,60615,2010-01-31 00:00:00,185676.0
931,60615,2010-02-28 00:00:00,189239.25
932,60615,2010-03-31 00:00:00,185669.25
933,60615,2010-04-30 00:00:00,185049.5
934,60615,2010-05-31 00:00:00,186640.2
935,60615,2010-06-30 00:00:00,186507.5
936,60615,2010-07-31 00:00:00,181960.0
937,60615,2010-08-31 00:00:00,165129.0
938,60615,2010-09-30 00:00:00,164940.75
939,60615,2010-10-31 00:00:00,155200.4
940,60615,2010-11-30 00:00:00,148688.0
941,60615,2010-12-31 00:00:00,147062.0
942,60615,2011-01-31 00:00:00,144318.0
943,60615,2011-02-28 00:00:00,150783.5
944,60615,2011-03-31 00:00:00,160435.5
945,60615,2011-04-30 00:00:00,162230.6
946,60615,2011-05-31 00:00:00,161274.5
947,60615,2011-06-30 00:00:00,162991.0
948,60615,2011-07-31 00:00:00,160181.6
949,60615,2011-08-31 00:00:00,160675.5
950,60615,2011-09-30 00:00:00,158107.5
951,60615,2011-10-31 00:00:00,156655.4
952,60615,2011-11-30 00:00:00,160545.25
953,60615,2011-12-31 00:00:00,153555.2
954,60615,2012-01-31 00:00:00,152338.25
955,60615,2012-02-29 00:00:00,160197.0
956,60615,2012-03-31 00:00:00,162286.2
957,60615,2012-04-30 00:00:00,164143.0
958,60615,2012-05-31 00:00:00,154728.75
959,60615,2012-06-30 00:00:00,156992.2
960,60615,2012-07-31 00:00:00,162320.0
961,60615,2012-08-31 00:00:00,156874.25
962,60615,2012-09-30 00:00:00,130429.2
963,60615,2012-10-31 00:00:00,121147.0
964,60615,2012-11-30 00:00:00,125188.5
965,60615,2012-12-31 00:00:00,124197.6
966,60615,2013-01-31 00:00:00,124898.25
967,60615,2013-02-28 00:00:00,123633.0
968,60615,2013-03-31 00:00:00,133176.2
969,60615,2013-04-30 00:00:00,139090.5
970,60615,2013-05-31 00:00:00,142627.0
971,60615,2013-06-30 00:00:00,142548.2
972,60615,2013-07-31 00:00:00,135764.75
973,60615,2013-08-31 00:00:00,131310.4
974,60615,2013-09-30 00:00:00,129964.0
975,60615,2013-10-31 00:00:00,141490.5
976,60615,2013-11-30 00:00:00,149566.2
977,60615,2013-12-31 00:00:00,148345.75
978,60615,2014-01-31 00:00:00,153489.5
979,60615,2014-02-28 00:00:00,154718.5
980,60615,2014-03-31 00:00:00,151123.6
981,60615,2014-04-30 00:00:00,149293.25
982,60615,2014-05-31 00:00:00,142792.2
983,60615,2014-06-30 00:00:00,149565.5
984,60615,2014-07-31 00:00:00,144738.0
985,60615,2014-08-31 00:00:00,140598.2
986,60615,2014-09-30 00:00:00,148710.0
987,60615,2014-10-31 00:00:00,141232.5
988,60615,2014-11-30 00:00:00,135096.0
989,60615,2014-12-31 00:00:00,129341.5
990,60616,2009-07-31 00:00:00,415342.0
991,60616,2009-08-31 00:00:00,414382.8
992,60616,2009-09-30 00:00:00,413756.25
993,60616,2009-10-31 00:00:00,411434.8
994,60616,2009-11-30 00:00:00,411366.25
995,60616,2009-12-31 00:00:00,414504.0
996,60616,2010-01-31 00:00:00,398880.0
997,60616,2010-02-28 00:00:00,383411.0
998,60616,2010-03-31 00:00:00,377717.5
999,60616,2010-04-30 00:00:00,375387.25
1000,60616,2010-05-31 00:00:00,377315.2
1001,60616,2010-06-30 00:00:00,378442.75
1002,60616,2010-07-31 00:00:00,377397.0
1003,60616,2010-08-31 00:00:00,367616.5
1004,60616,2010-09-30 00:00:00,363791.5
1005,60616,2010-10-31 00:00:00,364034.2
1006,60616,2010-11-30 00:00:00,362771.0
1007,60616,2010-12-31 00:00:00,361189.0
1008,60616,2011-01-31 00:00:00,362760.8
1009,60616,2011-02-28 00:00:00,369828.5
1010,60616,2011-03-31 00:00:00,367046.75
1011,60616,2011-04-30 00:00:00,368967.2
1012,60616,2011-05-31 00:00:00,374696.0
1013,60616,2011-06-30 00:00:00,374974.75
1014,60616,2011-07-31 00:00:00,374571.8
1015,60616,2011-08-31 00:00:00,373650.0
1016,60616,2011-09-30 00:00:00,379276.25
1017,60616,2011-10-31 00:00:00,383799.2
1018,60616,2011-11-30 00:00:00,381907.0
1019,60616,2011-12-31 00:00:00,369564.6
1020,60616,2012-01-31 00:00:00,373321.0
1021,60616,2012-02-29 00:00:00,376932.0
1022,60616,2012-03-31 00:00:00,383463.8
1023,60616,2012-04-30 00:00:00,388489.0
1024,60616,2012-05-31 00:00:00,388998.25
1025,60616,2012-06-30 00:00:00,303127.4
1026,60616,2012-07-31 00:00:00,295282.25
1027,60616,2012-08-31 00:00:00,303299.25
1028,60616,2012-09-30 00:00:00,304813.4
1029,60616,2012-10-31 00:00:00,313052.5
1030,60616,2012-11-30 00:00:00,324098.75
1031,60616,2012-12-31 00:00:00,315848.0
1032,60616,2013-01-31 00:00:00,316389.5
1033,60616,2013-02-28 00:00:00,326131.0
1034,60616,2013-03-31 00:00:00,389316.6
1035,60616,2013-04-30 00:00:00,380604.5
1036,60616,2013-05-31 00:00:00,365097.0
1037,60616,2013-06-30 00:00:00,356154.4
1038,60616,2013-07-31 00:00:00,397229.0
1039,60616,2013-08-31 00:00:00,412414.6
1040,60616,2013-09-30 00:00:00,398879.25
1041,60616,2013-10-31 00:00:00,419693.75
1042,60616,2013-11-30 00:00:00,447958.4
1043,60616,2013-12-31 00:00:00,437034.25
1044,60616,2014-01-31 00:00:00,380423.0
1045,60616,2014-02-28 00:00:00,374759.25
1046,60616,2014-03-31 00:00:00,342871.2
1047,60616,2014-04-30 00:00:00,353345.25
1048,60616,2014-05-31 00:00:00,388203.2
1049,60616,2014-06-30 00:00:00,376696.75
1050,60616,2014-07-31 00:00:00,355272.5
1051,60616,2014-08-31 00:00:00,355413.8
1052,60616,2014-09-30 00:00:00,336748.5
1053,60616,2014-10-31 00:00:00,346691.75
1054,60616,2014-11-30 00:00:00,343010.2
1055,60616,2014-12-31 00:00:00,354755.75
1056,60617,2009-07-31 00:00:00,98766.25
1057,60617,2009-08-31 00:00:00,105538.0
1058,60617,2009-09-30 00:00:00,104544.0
1059,60617,2009-10-31 00:00:00,103384.2
1060,60617,2009-11-30 00:00:00,102923.5
1061,60617,2009-12-31 00:00:00,99111.0
1062,60617,2010-01-31 00:00:00,99500.6
1063,60617,2010-02-28 00:00:00,104000.0
1064,60617,2010-03-31 00:00:00,103312.75
1065,60617,2010-04-30 00:00:00,114098.5
1066,60617,2010-05-31 00:00:00,113861.8
1067,60617,2010-06-30 00:00:00,105735.25
1068,60617,2010-07-31 00:00:00,109930.8
1069,60617,2010-08-31 00:00:00,104492.5
1070,60617,2010-09-30 00:00:00,102473.0
1071,60617,2010-10-31 00:00:00,104064.0
1072,60617,2010-11-30 00:00:00,103656.5
1073,60617,2010-12-31 00:00:00,104815.25
1074,60617,2011-01-31 00:00:00,100848.6
1075,60617,2011-02-28 00:00:00,99472.0
1076,60617,2011-03-31 00:00:00,96911.0
1077,60617,2011-04-30 00:00:00,101791.2
1078,60617,2011-05-31 00:00:00,80751.0
1079,60617,2011-06-30 00:00:00,90429.0
1080,60617,2011-07-31 00:00:00,104575.2
1081,60617,2011-08-31 00:00:00,100318.75
1082,60617,2011-09-30 00:00:00,91885.0
1083,60617,2011-10-31 00:00:00,94386.4
1084,60617,2011-11-30 00:00:00,85789.25
1085,60617,2011-12-31 00:00:00,75132.0
1086,60617,2012-01-31 00:00:00,73414.25
1087,60617,2012-02-29 00:00:00,75959.0
1088,60617,2012-03-31 00:00:00,65990.4
1089,60617,2012-04-30 00:00:00,73399.0
1090,60617,2012-05-31 00:00:00,80840.25
1091,60617,2012-06-30 00:00:00,69506.4
1092,60617,2012-07-31 00:00:00,72041.0
1093,60617,2012-08-31 00:00:00,69482.5
1094,60617,2012-09-30 00:00:00,59996.4
1095,60617,2012-10-31 00:00:00,61966.25
1096,60617,2012-11-30 00:00:00,59008.75
1097,60617,2012-12-31 00:00:00,60849.4
1098,60617,2013-01-31 00:00:00,58378.75
1099,60617,2013-02-28 00:00:00,57074.5
1100,60617,2013-03-31 00:00:00,72239.0
1101,60617,2013-04-30 00:00:00,72926.5
1102,60617,2013-05-31 00:00:00,74995.25
1103,60617,2013-06-30 00:00:00,69137.6
1104,60617,2013-07-31 00:00:00,68864.25
1105,60617,2013-08-31 00:00:00,66928.2
1106,60617,2013-09-30 00:00:00,67841.25
1107,60617,2013-10-31 00:00:00,81226.5
1108,60617,2013-11-30 00:00:00,83342.2
1109,60617,2013-12-31 00:00:00,86713.25
1110,60617,2014-01-31 00:00:00,84386.25
1111,60617,2014-02-28 00:00:00,84680.5
1112,60617,2014-03-31 00:00:00,81362.8
1113,60617,2014-04-30 00:00:00,83968.5
1114,60617,2014-05-31 00:00:00,85521.4
1115,60617,2014-06-30 00:00:00,88429.0
1116,60617,2014-07-31 00:00:00,86625.75
1117,60617,2014-08-31 00:00:00,85123.4
1118,60617,2014-09-30 00:00:00,73895.5
1119,60617,2014-10-31 00:00:00,90080.0
1120,60617,2014-11-30 00:00:00,84418.4
1121,60617,2014-12-31 00:00:00,85673.25
1122,60618,2009-07-31 00:00:00,295270.75
1123,60618,2009-08-31 00:00:00,293248.4
1124,60618,2009-09-30 00:00:00,289295.5
1125,60618,2009-10-31 00:00:00,295956.2
1126,60618,2009-11-30 00:00:00,280375.5
1127,60618,2009-12-31 00:00:00,275122.0
1128,60618,2010-01-31 00:00:00,276999.2
1129,60618,2010-02-28 00:00:00,273021.75
1130,60618,2010-03-31 00:00:00,273820.75
1131,60618,2010-04-30 00:00:00,272637.75
1132,60618,2010-05-31 00:00:00,270196.8
1133,60618,2010-06-30 00:00:00,267552.75
1134,60618,2010-07-31 00:00:00,265075.4
1135,60618,2010-08-31 00:00:00,256757.75
1136,60618,2010-09-30 00:00:00,252853.0
1137,60618,2010-10-31 00:00:00,248018.4
1138,60618,2010-11-30 00:00:00,241780.25
1139,60618,2010-12-31 00:00:00,233707.25
1140,60618,2011-01-31 00:00:00,236268.2
1141,60618,2011-02-28 00:00:00,233152.5
1142,60618,2011-03-31 00:00:00,235104.25
1143,60618,2011-04-30 00:00:00,232283.2
1144,60618,2011-05-31 00:00:00,236753.0
1145,60618,2011-06-30 00:00:00,235804.25
1146,60618,2011-07-31 00:00:00,230331.0
1147,60618,2011-08-31 00:00:00,230145.0
1148,60618,2011-09-30 00:00:00,229668.5
1149,60618,2011-10-31 00:00:00,223680.0
1150,60618,2011-11-30 00:00:00,224549.25
1151,60618,2011-12-31 00:00:00,221762.8
1152,60618,2012-01-31 00:00:00,220301.75
1153,60618,2012-02-29 00:00:00,224676.75
1154,60618,2012-03-31 00:00:00,221950.8
1155,60618,2012-04-30 00:00:00,233374.5
1156,60618,2012-05-31 00:00:00,236509.25
1157,60618,2012-06-30 00:00:00,230418.4
1158,60618,2012-07-31 00:00:00,216748.75
1159,60618,2012-08-31 00:00:00,220424.25
1160,60618,2012-09-30 00:00:00,223233.0
1161,60618,2012-10-31 00:00:00,217612.75
1162,60618,2012-11-30 00:00:00,210338.0
1163,60618,2012-12-31 00:00:00,215622.4
1164,60618,2013-01-31 00:00:00,215165.5
1165,60618,2013-02-28 00:00:00,192754.5
1166,60618,2013-03-31 00:00:00,212722.2
1167,60618,2013-04-30 00:00:00,246653.0
1168,60618,2013-05-31 00:00:00,260462.25
1169,60618,2013-06-30 00:00:00,256119.8
1170,60618,2013-07-31 00:00:00,250244.5
1171,60618,2013-08-31 00:00:00,249198.0
1172,60618,2013-09-30 00:00:00,254478.5
1173,60618,2013-10-31 00:00:00,254710.75
1174,60618,2013-11-30 00:00:00,256245.6
1175,60618,2013-12-31 00:00:00,239727.25
1176,60618,2014-01-31 00:00:00,242079.0
1177,60618,2014-02-28 00:00:00,255633.75
1178,60618,2014-03-31 00:00:00,256580.2
1179,60618,2014-04-30 00:00:00,255189.5
1180,60618,2014-05-31 00:00:00,258377.8
1181,60618,2014-06-30 00:00:00,269589.5
1182,60618,2014-07-31 00:00:00,277480.25
1183,60618,2014-08-31 00:00:00,275890.2
1184,60618,2014-09-30 00:00:00,262933.0
1185,60618,2014-10-31 00:00:00,271300.5
1186,60618,2014-11-30 00:00:00,264030.6
1187,60618,2014-12-31 00:00:00,257041.0
1188,60619,2009-07-31 00:00:00,90378.75
1189,60619,2009-08-31 00:00:00,85847.4
1190,60619,2009-09-30 00:00:00,85887.5
1191,60619,2009-10-31 00:00:00,82463.2
1192,60619,2009-11-30 00:00:00,75574.0
1193,60619,2009-12-31 00:00:00,67040.5
1194,60619,2010-01-31 00:00:00,74723.2
